"Candidate_Entity.id","Candidate","Num_of_Records","Total_dollar"
21642,"HARRIS, KAMALA D",17787,14264523.35
21952,"BOWEN, DEBRA",619,461566.06
21957,"GOLNIK, JONATHAN A",705,649871.01
22070,"HALL III, ISADORE",1028,1392316.94
22511,"BASS, KAREN R",2763,3259798.48
22592,"THOMPSON, GERALDINE F",183,187954.92
23268,"KUIPERS, WAYNE D",293,232223
23377,"LAWSON, ALFRED",1589,1390338.52
23709,"ROBERSON, YOLLY",136,321529.97
24686,"DESAULNIER, MARK",1277,1209811.77
24848,"NEGRETE-MCLEOD, GLORIA",364,304407.99
25118,"ROSES, GLORIA ROMERO",226,589070.49
26294,"FEINSTEIN, DIANNE",7257,7827120.37
26696,"KASPEROWICZ, RAYMOND",29,19687.66
26769,"SULLIVAN, MICHAEL J",348,395827.25
28456,"MALDONADO, ABEL",1490,1938124.08
28570,"METTLER, KENNETH L",25,40965.12
28854,"HASTERT, ETHAN A",575,585754.05
29180,"PETERS, ALVIN L",83,123048.58
30614,"IVERSON, WAYNE L",111,112275
31442,"VEREEN, RODERICK D",157,118926.71
31606,"BLOOMFIELD JR, WILLIAM E (BILL)",414,11653344
33151,"KLEIN, RON",3062,3750340.54
36558,"SCHONBERG, STEVE",1,11061
36943,"OLVER, JOHN W",999,860348.04
39311,"STOPA, MICHAEL P",20,13878.01
42293,"LAMB, MARTIN A",150,120736.51
44235,"HERR, BRIAN J",319,202905.72
52333,"LYNCH, JOHN J",14,17751.3
53775,"LONG, TODD",338,405434.05
54180,"COOPER, WILLIAM C",119,310377.76
54848,"RIEMERSMA, JAY A",570,870955.98
55720,"HOEKSTRA, PETER",7456,5768360.72
58979,"GARCIA, TOM",56,67102.03
60008,"CONLON, GREG",69,90597.71
61054,"ISSA, DARRELL E",9667,10259642.73
61411,"ROLLINS, MICHELE M",764,794465.05
61549,"SANSARICQ, BERNARD",180,105715.81
67019,"VOLARIC, DON",167,109208.34
69035,"DEMINGS, VAL",4879,3410135.74
70778,"TANZLER III, HANS G",345,813784.68
73307,"HALL, HEIDI",706,229132.38
76410,"DIEBEL, KAREN",620,464781.24
79401,"MITCHELL III, PAUL",22,12795.99
89871,"GILLESPIE, ED",5687,8019250.13
89991,"CONNIE, MACK",7457,8476559.75
90116,"DRISKELL, GRETCHEN D",7380,2554189.05
102086,"STEELE, ROBERT L",1320,1053532.03
112965,"BROWN, SCOTT P",83311,55788499.39
114865,"FOX, TOM",14,13500
115559,"DOMINO, CARL J",457,1219775.31
117671,"DUNN, NEAL PATRICK",1441,2218213.89
118530,"WINSLOW, DANIEL B",433,613153
126720,"BROUILLET, CAROL",16,13338
135603,"KONETCHY, PETER D",47,34466.6
136587,"BOAL, ELLIS",0,0
137570,"AYOTTE, KELLY A",24526,22078177.21
141328,"MOSHER, NATALIE",543,277893.7
144736,"HOEVEN III, JOHN HENRY",5673,7190249.21
145575,"TAITZ, ORLY",14,32325.04
147199,"MILES JR, PATRICK A",1066,984370.97
149964,"SINK, ADELAIDE (ALEX)",3916,1911296.5
153861,"FORLINI, ANTHONY G",119,112242.21
163836,"DEFRANCO, MARISA A",157,84691.78
165592,"ROONEY, BRIAN JOHN",481,730225.29
165967,"TIERNEY, JOHN F",7536,4943057.17
167851,"HOBBS, RUDY",918,655455.66
174919,"MONTIE, PAULINE",0,0
176517,"YANEZ, HENRY J",0,0
177308,"MCGURN, KENNETH RANDOL",1229,564879.07
184791,"SLEZAK, JAMES",42,57720.37
187310,"CHERNY, ANDREI",1514,1046272.82
192676,"ORMAN, GREGORY J",1518,4670206.5
193251,"TREADWELL, LOUIS MEAD (MEAD)",1534,996326.83
193281,"MILLER, JONATHAN",189,20672.17
196636,"CARLSON, MARVIN E",23,42179.57
196708,"MACARTHUR, THOMAS C (TOM)",2391,4650141.35
198924,"SOTO, DARREN MICHAEL",1434,1185765.4
200642,"WALBERG, TIMOTHY L",9662,7426485.99
207274,"MARQUEZ, RUBEN",5,5765.12
207336,"WILSON, FREDRICK P",47,70985.39
209468,"HUEY, CRAIG",298,1387931.89
210204,"CRUZ, RAFAEL EDWARD (TED)",19585,13068092.07
213474,"BURKE, BUDDY",35,17904.03
217832,"KOSMAS, SUZANNE",2553,2283448.77
220178,"GOLDEN, JAMES T",220,133015.8
230614,"GOEHRING, BRAD R",522,551312.11
232157,"BENTIVOLIO, KERRY LYNN",896,1186854.96
235599,"HUDAK, WILLIAM",1112,814568.24
245981,"OSE, DOUGLAS A",1800,3391413.47
247954,"GOODRICH, ROBERT EMMETT",52,327689
252193,"DINGELL, DEBBIE",2252,2386305.88
252260,"NUCIFORO JR, ANDREA F",418,302447.96
255005,"MCMILLIN, THOMAS",222,228212.49
258189,"LAWRENCE, JAMES (JIM)",84,86591.61
263643,"WILKERSON, CHARLES EDWARD",256,361908.52
267567,"CHILDS, ELIZABETH",275,174759.56
273356,"HALLIWELL, MICHAEL",0,0
276535,"ANDERSON, GLENN S",321,214496.25
279239,"KIRKLAND, RONALD H",860,1046303.79
290219,"SHEFFIELD, HORACE",26,16305
296185,"OCEGUERA, JOHN",1569,1155149.22
301691,"LAWRENCE, BRENDA",1622,1768625.83
309028,"GLENN, GARY R",272,185057.44
313222,"CLARKE, HANSEN H",1674,1516233.25
318345,"BARICH, DON",17,14072.75
319646,"GOYLE, RAJ",3297,1886468.77
323583,"MURPHY, PATRICK E",30693,24124924.78
324715,"MESSINGER, LESLI RAE",6,104950
330788,"VIDAK, JAMES ANDREW (ANDY)",1157,988949.83
331199,"MCCARTHY, KEVIN",9059,20213731.49
334894,"SITTENFELD, P G",2539,1362523.81
336788,"KOKKONEN, MATT T",18,76188.64
339835,"BONAMICI, SUZANNE",5101,4662709.16
342623,"WELDAY, PAUL F",532,515611.27
343367,"FRANCISCO, DALE",151,147480
351761,"BIELAT, SEAN",3423,3473744.57
357618,"TONG, WILLIAM M",1176,949187.06
363232,"PETERS, GARY",23601,16192691.88
364331,"AUBUCHON, GARY",509,591556.44
364479,"CURBELO, CARLOS LUIS",4544,6204523.63
369166,"SHERMAN, BRAD",5482,7020517.69
373494,"KHANNA, ROHIT",3315,5105465.71
373538,"WHITEHOUSE, SHELDON",5730,5902597.41
375835,"STEIN, GARY",0,0
376005,"CAMP, DAVE",4834,7451580.97
376601,"WENKE, LORENCE",0,0
378259,"MIKKELSON, HARLEY G",0,0
388677,"KATZ, HOWARD",47,15176.8
390709,"ROYCE SR, EDWARD D",9701,12159682.12
395949,"DEMBROWSKI, GERRY",70,78020.31
414851,"CHAPMAN, JOHN C",606,569676.7
422681,"BOUSTANY JR, CHARLES W",11201,13468431.88
428486,"ATWOOD, FRANK F",0,0
428996,"AYRES, DARREN",13,42634.22
430401,"MONCHIL, RUSS LEE",0,0
438438,"NETHERWOOD, RAYMOND",13,32591.79
451808,"ROSS, DENNIS A",4096,4559653.83
461033,"MCMAHON, MICHAEL E",3177,2717734.82
470197,"COSTELLO, FREDRICK W",332,589939.42
487828,"EVERS, GREG",185,205114.05
493750,"PAVLOV, PHILLIP",453,411413.3
495963,"DARTLAND, WALTER",82,80903.67
514179,"LEVESQUE, JASON JOHN",893,534148.74
519959,"WELZER, STEVEN W",0,0
526008,"CLARK, ROBERT",22,14742.57
535943,"JOHNSON, BERTRAM COURTNEY",85,120485
541784,"KING, STEVE",0,0
543908,"DINGELL, JOHN D",2555,3354866.33
558589,"LOYOLA JR, BENITO",139,281144
561246,"KUPIEC, JOHN",240,367067.04
561741,"FERREE, WILLIAM",42,30140
570467,"O'LEARY, ROBERT",401,310148.19
570513,"TISEI, RICHARD R",4662,4132861.23
597090,"BUDD, JOE",114,77942.43
608270,"BEAVEN, HEATHER",699,512047.35
609969,"MOOLENAAR, JOHN R",1963,2221201.77
611257,"CASPERSON, THOMAS A (TOM)",474,499105.4
614118,"JOLLY, DAVID WILSON",3195,3959693.35
615713,"KUHN, RICHARD D",17,51378.13
621386,"MARIN, GUSTAVO",22,13862
622640,"VARGAS, JUAN",1893,2718990.51
623655,"WATSON, KENNITA",0,0
624463,"SCHWARTZ, LEONARD",0,0
625063,"HOOGENDYK JR, JACK",267,202359.13
632156,"STEINHOF, DAVID",32,38046.36
645380,"ODONOGHUE, BRUCE",673,513804.53
654263,"KREEGEL, PAIGE",767,1070852.84
657354,"ETIENNE, MICHAEL",10,28115.61
658962,"POLIS, JARED SCHUTZ",2775,4995813.54
659220,"MERRITT, PAUL",0,0
660566,"RATHJE, STEVEN R (STEVE)",296,302216.44
674457,"WHITAKER, DAVID J",165,81704.69
691013,"OLIVERIO, PIERLUIGI C",1,3052
698205,"GRIFFIN, JOHN TIMOTHY (TIM)",3711,3512092.79
704716,"WASSERMAN SCHULTZ, DEBBIE",12540,12126946.05
715393,"GRAYSON, ALAN MARK",66608,18092417.89
732074,"COSTA, JIM",5005,6447796.84
738149,"KABAT, RONALD PAUL",17,15448.35
761620,"LOFGREN, ZOE",3967,4365979.35
774257,"NAPOLITANO, GRACE F",1740,1913564.62
776403,"GAYLOR, BILL",28,19342.1
776469,"CONAWAY, JACKIE",25,5744.28
777185,"SOLOMON, NORMAN",3400,825593.25
777760,"MARSDEN, LES J",67,26346
780924,"AVALOS, CHRISTINA",0,0
782914,"LEVIN, SANDER",5722,6898053.24
784435,"ELLIS, BRIAN",717,719908.66
784713,"FULLER-KENDALL, VIRGINIA",0,0
784754,"DEMAIO, CARL",4221,3299435.42
793908,"SANCHEZ, LORETTA L",7246,10031304.35
803573,"CORRIGAN, PETER J",353,311796.65
807028,"COAKLEY, MARTHA M",15501,7552296
842138,"FIMIAN, KEITH S",3375,2805442.37
855905,"HARMER, DAVID JEFFREY",3735,2863922.69
902672,"BROADUS, ROBERT (BRO)",146,6154.89
916364,"KELLY, KURT D",364,312323.12
920119,"ERICSON, CRIS",0,0
927721,"BROWNSBERGER, WILLIAM N",2482,659406.33
929633,"FOLKENS, SCOTT",72,25401.37
930949,"NEELD, ROBERT M",9,14390
934286,"HOLLIDAY, EDWARD TROY",38,257453.09
955870,"HARTZLER, V (VICKI)",6576,4750021.56
961576,"DAYSOG, TONY",4,5718
972455,"SCHAUER, MARK HAMILTON",4460,3200650.79
973103,"ZOPP, ANDREA L",2410,1961803
976357,"SECOR, DAVID",2,290.1
980105,"MEISTER, JACOB J",142,1679704.7
1008384,"PLATT, CAROL",390,430215.08
1010726,"SANBORN, ALAN",73,60538.4
1019115,"DUNKELBARGER, PHILIP",16,13285
1040038,"KILPATRICK, CAROLYN CHEEKS",544,611694.85
1066956,"RASKIN, JAMIN BEN (JAMIE)",4806,2823006.09
1067723,"KOUTOUJIAN, PETER J",1215,907867.89
1068380,"FREEMAN, MARK BENJAMIN",245,1505145.85
1100864,"CORSETTI, GEORGE L",0,0
1112942,"BENNETT, RICHARD A",156,218057
1152767,"MAHONEY, SEAN",215,1356396.98
1230035,"KILMER, DEREK C",6507,5660172.59
1256503,"HARMAN, JANE",925,1172684.46
1256839,"BROWNLEY, JULIA",30862,9047273.14
1258090,"CHU, JUDY",5980,6176473.95
1261837,"MCDOWELL, GARY J",3410,2439922.32
1267708,"BRAUN, OSCAR ALEJANDRO",0,0
1271967,"CHUKWU, RAYMOND L",0,0
1275453,"MCEACHRON, RYAN S",89,206063
1277794,"CARDON, WILFORD RENEER",780,7029631.15
1280122,"MOONEY, ALEXANDER X",3772,3310829.03
1292821,"GIANNOULIAS, ALEXANDER (ALEXI)",8410,9600728.7
1312481,"GIFFORDS, GABRIELLE D",4695,3358826.94
1321846,"CELIS, PEDRO",656,658880.64
1335243,"QUINTANA, BRIAN",0,0
1339785,"CRESWELL, GREGORY",0,0
1355660,"LITCHMAN, MARC",14,4200
1390749,"SECULA, RICHARD J",0,0
1407929,"HAGAN, JANET KAY RUTHVEN",39548,23006295.62
1409467,"BOYD JR, ALLEN F",2228,2650638.81
1414363,"ADAMS, ANTHONY",28,29745
1415962,"LAKE, CRAIG O",63,302072.87
1444116,"KATZ PUESCHEL, DEBORAH",1,1800
1448924,"FRANKS, TRENT",2634,1863773.83
1472912,"EDWARDS, LORI",740,639106.37
1478721,"SCHNEIDER, JAN",45,70872.65
1486745,"ROONEY III, LAURENCE FRANCIS",629,5150546
1498536,"MACKO, DAVID",1,-58
1516357,"PATTERSON, JIM",336,184392.37
1517007,"SHOLLEY, EARL HENRY",189,71378.24
1560957,"LAMALFA, DOUG",1606,1968670.47
1577524,"GILLIBRAND, KIRSTEN E",29908,29236264.82
1586475,"CAMPBELL, DOUGLAS",0,0
1590464,"LUTZ, RAY",58,35328.05
1593204,"EYER, JAMES M",0,0
1646379,"FRANKEN, ALAN",102740,24828188.87
1656640,"PINGREE, ROCHELLE M (CHELLIE)",4571,3258528.33
1673075,"HATCH, ORRIN GRANT",8258,10532375.55
1727178,"HARRIS, MARK L",367,270314.44
1736080,"CRIST JR, CHARLES J (CHARLIE)",11633,15145629.69
1743939,"DEWHURST III, DAVID H",9023,44702832.8
1767895,"BACHUS III, SPENCER T",3000,4216237.18
1789719,"WARREN, ELIZABETH A",111339,43046560.54
1792907,"KING JR, ANGUS STANLEY",3190,2963617.81
1807784,"HASNER, ADAM",3378,3368937.94
1810160,"BROWN, CORRINE",1174,1713602.98
1812459,"HERMANSON, BARRY",16,24919.36
1816685,"KELLY, BRENDAN",0,0
1819475,"ALAMEEL, DAVID M",87,8896024.59
1819740,"LYNCH, STEPHEN F",5928,5503419.73
1823885,"KUNST, ROBERT",5,1848.62
1827967,"FRANK, BARNEY",4291,4015311.04
1830745,"HONEGGER, BARBARA",0,0
1835938,"CASSIS, NANCY C",137,405840
1862441,"XIONG, BLONG",438,350580.6
1864753,"UDALL, TOM S",16444,8286175.92
1874435,"CAMPBELL, JOHN",1977,2441633.61
1894988,"DUTTON, BOB",244,385585.39
1918337,"ADAMS, SANDRA (SANDY)",2154,2181692.29
1952480,"THOMPSON, MIKE",8516,7540220.18
1975496,"LAND, TERRI LYNN",4795,4389901.36
1987417,"BOOKER, CORY A",13146,17118306.43
2000113,"MCCOTTER, THADDEUS G",1087,1178538.93
2001367,"UPTON, FREDERICK STEPHEN (FRED)",8791,13024824.29
2020854,"ALLISON, TIMOTHY J",191,182863.15
2022063,"PELOSI, NANCY",20503,12544737.54
2022689,"FARR, SAM",1498,1517920.58
2022974,"WATERS, MAXINE",1746,2574979.56
2024714,"LAMBERT, GARY E",519,416161.34
2053195,"HONDA, MICHAEL M (MIKE)",10823,8095069.02
2065289,"WATSON, TOM",843,628104.22
2088715,"SHEETS, JAMES A",41,48755
2111551,"HEITKAMP, HEIDI",10290,6181161.91
2121993,"BURNER, DARCY GIBBONS",1264,684104.06
2131123,"RAGGIO, GRIER",637,669193.4
2155748,"POE, ROBERT J (BOB)",294,1609926.55
2165946,"FUENTE, ROQUE DE LA",7,875383.07
2216502,"HOLDEN, MELVIN L (KIP)",31,53750
2221429,"LAMPERT, BARBARA",0,0
2227644,"SHAHEEN, JEANNE",43289,15896311.84
2290519,"LIBERATORE, PHILIP LAURENCE",130,1922188
2298311,"TARKANIAN, DANNY",4395,4983663.54
2348023,"GOSS II, CHAUNCEY",952,958426.97
2373302,"CARDOZA, DENNIS A",1018,1167231.88
2378663,"CALVERT, KEN",4504,5379116.87
2381206,"KUO, PETER",16,12332.23
2415603,"LIGHTFOOT, GAIL K",0,0
2422636,"LOWENTHAL, ALAN",2820,2774329.35
2429326,"NUNES, DEVIN G",5092,7206564.01
2447526,"SPRATT JR, JOHN MCKEE",1857,2038047.53
2451821,"LIEU, TED W",3655,4279870.58
2469460,"PAPPAS, GEORGE",74,45160.84
2470917,"SHOOP, JOHN C W",32,7923.6
2474798,"MITCHUM, CHRISTOPHER",510,385052.02
2536758,"GOMEZ REYES, ELOISE",1320,936003.46
2540679,"BACA JR, JOE",1939,1959538.9
2545581,"BOXER, BARBARA",58402,28187906.89
2550215,"DAVIS, SUSAN A",2199,2289438.97
2596103,"WENSTRUP, BRAD R",3340,3179176.95
2598826,"LAD, ASHVIN",34,24867
2606434,"HECK, DENNIS R (DENNY)",9133,7492128.96
2610675,"DELBENE, SUZAN K",11320,12923242.83
2616298,"NEUHARDT, SHAREN SWARTZ",858,594643.26
2617099,"CLOUD, DOUGLAS RICHARD (DOUG)",181,169331.3
2624866,"NOLAND, MICHAEL J",516,321122.06
2626034,"OBERWEIS, JAMES D (JIM)",502,1339678
2629472,"FLEMMING, STANLEY L (STAN)",38,44116.85
2630297,"LORENTZ, MICHAEL L",16,11888.64
2630390,"MCCLENDON, MARTIN V (MARTY)",29,25825
2633383,"DIDIER, CLINT",1870,1478176.82
2633830,"HAUGEN, JON T",182,11253.21
2643262,"TYSON, PRISCILLA R",88,69815
2644458,"JAYAPAL, PRAMILA",4345,2987333.33
2650821,"GRABOWSKI, RICHARD L",38,12701.12
2653235,"MOORE, GWENDOLYNNE (GWEN)",3249,3434040.11
2655994,"HEALY-ABRAMS, JOYCE R",831,915249.67
2657541,"ROSSI, DINO J",11614,9608885.94
2659614,"CRIST, CHERYL",22,14011.01
2663041,"BASLER, DOUG",83,43343.55
2665398,"KELLY, ROBIN",2474,2621432.48
2667276,"FEIGENHOLTZ, SARA",1180,975151.41
2667498,"JACKSON, CHERYLE",879,766227.17
2671149,"SCHNEIDER, BRADLEY SCOTT (BRAD)",36372,13081440.99
2683162,"CALONE, DAVID L",1619,1643997.48
2683738,"WALKINSHAW, BRADY",3750,1915657.54
2715344,"BEAGLE, BILL",294,500261.63
2715518,"SCHAFER, SHELDON",17,3996.99
2730318,"BAUMGARTNER, MICHAEL J (MIKE)",1661,1023370.77
2730805,"BOTHWELL, CECIL",1199,94663.94
2739554,"CALLIS, ANN ELIZABETH",4575,1937138.5
2741424,"THOMPSON, TOMMY G",8753,10253216.92
2742025,"HAMOS, JULIE E",1466,1171047.35
2749507,"ZADEK, ROBERT",0,0
2759451,"SENGER, DARLENE J",815,741625
2767453,"KELLER, CRAIG",43,4640.35
2767639,"HULTGREN, RANDALL MARK (RANDY)",4775,5360096.43
2773010,"RUDERMAN, LAURA E",1229,559638.1
2777811,"AKERS, PAUL A",108,713846.88
2777957,"DAWSON, JOHN",0,0
2781461,"TIBERI, PATRICK J",16005,15273261.24
2782492,"LAHOOD, DARIN",2072,2475929.09
2784053,"JACKSON, CHUCK",0,0
2795991,"ANDERSON, JOHN DAVID",33,220131.5
2802936,"KREITLOW, PATRICK J",2572,1327245.3
2831247,"YOUNG, JESSE L",138,198120.53
2834937,"YALAMANCHILI, SURYA",369,253348.39
2842299,"DRIEHAUS, STEVEN L",2065,1922557.4
2847304,"ENYART JR, WILLIAM L",3405,3251704.94
2850732,"RYAN, TIMOTHY J",3376,4103909.64
2858731,"MILLER, MATT",86,61050
2864677,"ALLEN, DONALD K",82,76779.97
2870156,"DRISCOLL, WILLIAM L (BILL)",752,2819832.1
2876123,"DEATON, ERIC W",30,40842.98
2876136,"GREGORY, ERIC LAMONT",0,0
2886281,"HARRIS, NAPOLEON",70,633939.18
2886736,"ROE, DAVID PHILLIP (PHIL)",2447,1996432.11
2886815,"CHOPE, CHARLES S",0,0
2888639,"HOBBS, STEVEN R",397,310220.24
2898670,"ADULEWICZ, CAS",0,0
2899919,"MOELLER, JAMES C (JIM)",145,112575.05
2900801,"RENACCI, JAMES B (JIM)",8044,9530213.66
2905037,"LITT, DOUG",16,8230.62
2912243,"SAID, MOHAMMAD HASAN",0,0
2912405,"INSLEE, JAY ROBERT",1481,1338516.37
2924113,"SMITH, H DOYLE",9,4960
2924294,"KALLAS, JOSEPH C",22,11757.33
2924660,"BALDWIN, TAMMY SUZANNE GREEN",48843,16667795.89
2927726,"GROTHMAN, GLENN S",2503,2103117.57
2927822,"WESTLAKE, DAVE B",104,84594.09
2927914,"VAN DOREN, KEN",29,22258
2928079,"SCHIESS, JOHN",0,0
2928087,"DUFFY, SEAN P",10017,9521929.06
2928093,"SAVARD, MARC",107,51073.62
2928399,"NEUMANN, MARK W",7249,3847695.13
2928570,"THERON, PETER",173,74650
2929779,"SEBRING, DAN",164,95702.73
2931053,"LEE, CHAD",333,217166.88
2938048,"AUSTRIA, STEVE C",814,722981.36
2938769,"JOHNSON, RONALD HAROLD (RON)",44132,34414571.59
2941046,"MCMORRIS RODGERS, CATHY",8870,9279201
2941723,"MOLL, JEANETTE M",199,163131.35
2942463,"CONWAY, JOHN WILLIAM (JACK)",8390,7387870.19
2945642,"ROYS, KELDA HELEN",949,518240.05
2949538,"BIGGERT, JUDY",4971,4507970.17
2949733,"BANKS, JIM",2346,1744525.03
2951218,"HERRERA, JAIME LYNN",7575,6363684.22
2951336,"YARBROUGH, WILLIAM",22,24960
2954872,"BEATTY, JOYCE",3826,2893548.59
2960249,"HECKENLIVELY, JOHN",7,12065.62
2966394,"BOCCIERI, JOHN A",2035,2038567.76
2967118,"MEADE, JASON",10,1350
2968798,"LYNCH, MATTHEW JD",204,195507.75
3014332,"HIRSCHBIEL JR, PAUL ODELL",1669,1881420.79
3018416,"HOWLAND, AMANDA",135,93943.41
3034949,"STROEBEL JR, S DUANE (DUEY)",70,134131.22
3050897,"SANDOVAL, TONY G",0,0
3052886,"ROSKAM, PETER J",12363,12161568.56
3054746,"DAVIS, RODNEY",5633,6200949.88
3072489,"CONNER, WILLIAM R (BILL)",2,-2034.67
3076560,"CELESTE, TED",212,166410
3094681,"PORTMAN, ROBERT J (ROB)",32913,41799787.91
3104545,"GIBBS, ROBERT BRIAN",7879,4758959.75
3105782,"GANLEY, THOMAS D",498,2151426.76
3106417,"WALDEN, GREGORY P",9701,11449202.32
3127312,"KAPANKE, DAN",1683,1007559.46
3131184,"GALLOWAY, PAMELA GAIL",157,381062.75
3135567,"HASSEBROOK, CHUCK H",64,55154
3165040,"RYON, DAVID",16,2749.23
3175147,"RIBBLE, REID J",9335,5837191.16
3197153,"LEIBHAM, JOE",2058,439366
3201659,"REGIER, LESLIE",0,0
3203235,"BLUM, RODNEY L",3244,3124876.92
3230712,"WESTLUND, KELLY",1201,528621.01
3235157,"BUCHHOLZ, MYRON",42,32656.06
3236546,"FITZGERALD, JEFF",207,207700
3243550,"KOLBER, VINCE",83,317195.82
3273057,"SENSENBRENNER JR, F JAMES (JIM)",1824,1791113.72
3279474,"KINZLER, GORDON JAMES (JAY)",144,240169.45
3284510,"WHEELAN, CHARLES",362,216645.83
3286452,"DOLD JR, ROBERT JAMES",14760,16721834.93
3288892,"BREU, TOM",20,24443.24
3310227,"BRUNING, JON C",3420,3523091.13
3318986,"CODAY, ARTHUR (ART)",182,162977.39
3322332,"PENEBAKER, KHARY",111,85273.5
3328798,"PEYTON, HARVEY D",127,204300.22
3331663,"DAVIS JR, JOHN R (JACK)",17,2766820
3384281,"WILSON JR, CHARLIE A",1617,2340683.35
3398716,"WASHINGTON, JOYCE W",139,378533
3414130,"DURBIN, RICHARD J (DICK)",9957,8895221.29
3428798,"LATTA, ROBERT E (BOB)",3821,3958140.14
3439679,"BROWN, SHERROD",65040,25090735.57
3454721,"SCHMIDT, JEAN",1861,1580275.08
3456484,"MIELKE, DANIEL ERNEST",127,449898.99
3458533,"HOEFT, MARY",155,116276.39
3465258,"CANTWELL, MARIA",24319,10395825
3497967,"STRICKLAND, TED",25588,10637233.44
3503114,"KAPTUR, MARCY",2880,3534479.81
3506632,"RICHARDS, RONNY",17,22320
3509135,"ZERBAN, ROBERT T",8726,2960313.17
3519165,"BRALEY, BRUCE L",98142,15105308.06
3526222,"MCDERMOTT, JIM",1842,1788729.29
3576336,"REICHERT, DAVE",7666,7373271.4
3576740,"VANCE, CHRIS",467,396614.98
3593135,"WILSON, DAVID J (DAVE)",101,243170.44
3598513,"SPACE, ZACHARY T",2489,2650932.69
3630812,"WILLIAMS-BURNETT, DARLENA",83,94662.29
3664239,"HENLEY, GERALD C",0,0
3672534,"STIVERS, STEVEN (STEVE)",12911,11245174.22
3676128,"MOATS, EDWIN F",20,7682.02
3692400,"GOODMAN, JACK",1370,442690.63
3692401,"GOUGH, ROBERT",0,0
3692532,"NOLTE, GERALD M (JERRY)",101,81778.1
3692939,"SCHOLZ, JAMES",12,30223.53
3693124,"TUCKER, JOHN WAYNE",8,9015.99
3693255,"HAMLIN, ROBYN",250,28581.59
3693798,"RILEY, BRIAN",25,44655.17
3693827,"RYAN, CHRISTOPHER",0,0
3701937,"GRUETT, RONALD",28,20928
3705493,"MOORE, STEPHENE",1125,965522.7
3709206,"DONOVAN, CHRISTOPHER G",1993,1264636.96
3709365,"JOTTE, RANDALL STEPHEN (RANDY)",199,259912.24
3742603,"HENSLEY, TERESA L",1295,825071.58
3763295,"MOWINSKI, BERNARD (BERNIE)",0,0
3780321,"SLATTERY, W MICHAEL",67,26355.55
3798170,"CLAY JR, WILLIAM LACY",1851,2526293.2
3816518,"CHRISTENSEN, GORDON",342,217012.08
3816851,"KANDER, JASON",24970,11005858.02
3822645,"MCDONALD, JOYCE",116,87576.01
3825964,"DAUBENMIRE, DAVID",11,13214.83
3836803,"GRAVES JR, SAMUEL B (SAM)",3810,5123587.76
3836994,"AKIN, W TODD",7673,6350873.85
3837002,"BLUNT, ROY",21661,27284372.67
3877995,"UDALL, MARK EMERY",36305,19768163.38
3917715,"EMERSON, JO ANN",6883,3501405.56
4004502,"CRAWFORD JR, HARRY T",446,234568.99
4054408,"GOUGH, BOB",0,0
4076507,"DICKS, NORM",1167,1263112.07
4158665,"BRUNNER, JOHN G",772,8629109
4239439,"DESCHLER, KEITH R",0,0
4243467,"LUETKEMEYER, BLAINE",4629,5220730.04
4306093,"COORS JR, JOSEPH",1400,4854766.89
4393335,"CARNAHAN, RUSS",3381,3408896.59
4394340,"LONG, BILLY",4111,5004444.09
4396432,"CLEAVER II, EMANUEL",3620,3974017.59
4421106,"LATOURETTE, STEVEN C",1858,2486924.11
4440668,"DOHENY, MATTHEW",1850,5963300.49
4449760,"VARGAS, RUBEN DARIO",0,0
4468032,"SCHAEFFER, KENNETH D",0,0
4469600,"TONKO, PAUL DAVID",5930,4122552.63
4479005,"STEELMAN, SARAH H",2064,1861413.67
4493676,"WAGNER, ANN L",5626,7359225.51
4502161,"MARAGOS, GEORGE",162,179053.74
4502944,"LAWRENCE, DERICKSON K",11,49221.21
4505474,"FEINGOLD, RUSSELL DANA",125919,41716881.08
4512254,"MALONEY, SEAN PATRICK",10573,9801408.76
4523780,"BASS, CHARLES F",2668,3347280.29
4531916,"TOWNS, EDOLPHUS",1597,1624766.17
4547633,"ELDRIDGE, SEAN S",8281,5740334.42
4549247,"SCHREIBMAN, JULIAN",1724,1393008.48
4553878,"FASO, JOHN J",2896,3046647.34
4588765,"BABINEC, MARTIN D",30,3012263.57
4596343,"GIRARD, ARMAND F",0,0
4596428,"RUTLEDGE, JAMES B",229,186654.69
4597624,"WARGOTZ, ERIC S",323,748852.53
4599660,"SZELIGA, KATHRYN Y (KATHY)",1732,1421601.72
4600723,"HARRIS, ANDREW (ANDY)",9748,6407056.68
4601067,"BRINKLEY, DAVID ROSS",58,99818
4602599,"SCATURRO, FRANK J",1166,923045.35
4604613,"DUCK, ANDREW J",135,45428.58
4624981,"REICHARD, RICHARD A",49,30449.08
4627938,"HOEBER, AMORETTA M (AMIE)",495,1172900.97
4630217,"LAFERLA, JOHN J",924,476560.89
4635013,"CHAPMAN, LAVERN JACKSON",754,416176.72
4644381,"TENNEY, CLAUDIA",926,1073672.6
4646699,"DI CARLO, NEIL ANTHONY",104,81098.4
4651954,"SPENCER, SCOTT",14,674.42
4651978,"GRANNIS, MARK",38,24640.6
4666739,"CASTLE, MICHAEL N (MIKE)",3382,2782691.14
4667448,"TRIVEDI, MANAN M",6019,3654005.49
4672096,"WILHELM, JIM",12,45015
4674617,"LOWEY, NITA M",6842,7880085.26
4676966,"MARGOLIES-MEZVINSKY, MARJORIE",543,308588.46
