request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=200041,c-t-id,200041,"HARTZLER, V (VICKI)",c-t-eid,955870,"HARTZLER, V (VICKI)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MO,MO,y,2016,2016,c-r-t,1,Standard,c-r-osid,15198,"US HOUSE DISTRICT MO 004",c-t-ico,I,Incumbent,741,927274.00
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=171894,c-t-id,171894,"CHABOT, STEVEN J",c-t-eid,16571277,"CHABOT, STEVEN J",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2014,2014,c-r-t,1,Standard,c-r-osid,15273,"US HOUSE DISTRICT OH 001",c-t-ico,I,Incumbent,892,927043.50
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=178311,c-t-id,178311,"OBERMUELLER, MICHAEL",c-t-eid,6517334,"OBERMUELLER, MICHAEL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,38,DEMOCRATIC-FARMER-LABOR,c-t-p,1,Democratic,s,MN,MN,y,2014,2014,c-r-t,1,Standard,c-r-osid,15188,"US HOUSE DISTRICT MN 002",c-t-ico,C,Challenger,2751,926935.08
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142132,c-t-id,142132,"HANNA, RICHARD L",c-t-eid,4744200,"HANNA, RICHARD L",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2012,2012,c-r-t,1,Standard,c-r-osid,15267,"US HOUSE DISTRICT NY 022",c-t-ico,I,Incumbent,1134,926861.07
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160323,c-t-id,160323,"MILLER, BRAD",c-t-eid,13012654,"MILLER, BRAD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NC,NC,y,2010,2010,c-r-t,1,Standard,c-r-osid,15220,"US HOUSE DISTRICT NC 013",c-t-ico,I,Incumbent,1265,926582.82
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=163375,c-t-id,163375,"QUIGLEY, MICHAEL B (MIKE)",c-t-eid,8785226,"QUIGLEY, MICHAEL B (MIKE)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2014,2014,c-r-t,1,Standard,c-r-osid,15115,"US HOUSE DISTRICT IL 005",c-t-ico,I,Incumbent,840,925381.20
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160776,c-t-id,160776,"GOWDY III, HAROLD W (TREY)",c-t-eid,8346850,"GOWDY III, HAROLD W (TREY)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SC,SC,y,2010,2010,c-r-t,1,Standard,c-r-osid,15322,"US HOUSE DISTRICT SC 004",c-t-ico,O,Open,1292,925127.78
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=205250,c-t-id,205250,"STEWART, CHRIS",c-t-eid,17658507,"STEWART, CHRIS",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,UT,UT,y,2016,2016,c-r-t,1,Standard,c-r-osid,15373,"US HOUSE DISTRICT UT 002",c-t-ico,I,Incumbent,744,924024.94
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160180,c-t-id,160180,"BROWN, CORINNE",c-t-eid,19890042,"BROWN, CORINNE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2010,2010,c-r-t,1,Standard,c-r-osid,15064,"US HOUSE DISTRICT FL 003",c-t-ico,I,Incumbent,768,923444.11
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160699,c-t-id,160699,"THOMPSON, MIKE",c-t-eid,6663859,"THOMPSON, MIKE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OK,OK,y,2010,2010,c-r-t,1,Standard,c-r-osid,15293,"US HOUSE DISTRICT OK 005",c-t-ico,O,Open,1344,922961.65
