"Candidate","General_Party","Election_Year","Specific_Party","State","Amount"
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MA",90564.5
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MD",118386.28
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","ME",2000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MI",12497.52
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MN",21883
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MO",14025
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MS",2000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","MT",3950
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NC",4750
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","ND",1000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NE",6000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NH",6000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NJ",45100
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NM",13748.57
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NV",79900
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","NY",376275.26
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","OH",16000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","OK",5500
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","OR",16000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","PA",72640
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","PR",4000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","RI",24833
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","SC",22483
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","SD",7600
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","TN",7000
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","TX",109299.33
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","UT",5950
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","VA",179458
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","VT",13400
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","WA",107296.66
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","WI",4750
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","WV",2500
"SCHATZ, BRIAN E","Democratic",2014,"DEMOCRATIC","WY",13000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","",133527.51
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","AK",16800
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","AL",250
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","AR",10000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","AZ",25760
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","CA",309953.68
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","CO",28398
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","CT",30842.26
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","DC",878007.36
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","DE",2500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","FL",66857.14
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","GA",45150
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","HI",949994.05
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","ID",4700
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","IL",65650
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","IN",13800
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","KS",5000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","KY",1500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","LA",9700
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MA",88590.56
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MD",91020
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","ME",812.5
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MI",20400
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MN",31700
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MO",11500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MS",2000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","MT",2000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NC",10500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","ND",1000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NE",10000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NJ",21500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NM",14174.06
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NV",26000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","NY",181654.4
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","OH",7950
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","OK",8400
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","OR",21120
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","PA",33950
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","RI",10100
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","SC",2000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","SD",10000
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","TN",6500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","TX",98485
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","UT",5200
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","VA",207936.92
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","VT",8500
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","WA",73576.25
"SCHATZ, BRIAN E","Democratic",2016,"DEMOCRATIC","WI",3500
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","",18795
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","AZ",500
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","CA",5200
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","DC",250
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","MS",1000
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","NJ",750
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","NM",2000
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","NY",6200
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","PA",1000
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","SC",500
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","TX",21138
"SCHERR, MAXEY MARIE","Democratic",2014,"DEMOCRATIC","WV",500
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","",1299152.57
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AA",250
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AE",600
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AK",3241
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AL",5718
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AP",50
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AR",9351
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","AZ",38360
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","CA",335829.59
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","CO",33485.9
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","CT",951800.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","DC",2744
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","DE",1608.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","FL",81410.76
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","GA",20782.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","HI",8977.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","IA",4589.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","ID",8625
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","IL",55775.7
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","IN",17367.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","KS",12399
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","KY",10222
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","LA",11442
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MA",31331.74
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MD",19504.2
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","ME",3958
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MI",23030.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MN",24089.2
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MO",21520
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MS",4025
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","MT",9757
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NC",23371.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","ND",3747
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NE",2658
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NH",7837.6
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NJ",43315.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NM",5693
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NV",23436
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","NY",88158.2
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","OH",29660
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","OK",8658
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","OR",15182
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","PA",41343
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","PR",2400
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","RI",1125
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","SC",4434
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","SD",5142
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","TN",14301
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","TX",145955.44
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","UT",4804
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","VA",34888
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","VT",1004.5
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","WA",73688
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","WI",13517
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","WV",1161
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","WY",2146
"SCHIFF, PETER DAVID","Republican",2010,"REPUBLICAN","ZZ",500
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","",15245
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","CA",1250
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","CT",1000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","DC",500
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","FL",1000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","GA",1300
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","IL",5000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","IN",1000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","KY",-500
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","MA",1250
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","ME",75734
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","NC",500
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","NH",250
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","NJ",1250
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","NV",1000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","NY",3250
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","OH",500
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","PA",5000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","TX",13000
"SCHNEIDER, WILLIAM J","Republican",2012,"REPUBLICAN","VA",1500
"SCHOLLENBERGER, CHARLES","Democratic",2010,"DEMOCRATIC","",2648.03
"SCHOLLENBERGER, CHARLES","Democratic",2010,"DEMOCRATIC","KS",106031.14
"SCHOLLENBERGER, CHARLES","Democratic",2010,"DEMOCRATIC","OH",250
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","",202620.66
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","AL",46200
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","AR",18000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","AZ",32800
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","CA",908282
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","CO",158650
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","CT",639500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","DC",1749167.02
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","DE",16900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","FL",379200
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","GA",104250
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","HI",11250
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","IA",12900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","IL",434500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","IN",13400
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","KS",18650
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","KY",24300
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","LA",32000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MA",301350
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MD",446425
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","ME",2600
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MI",67450
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MN",55400
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MO",68750
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","MS",2000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NC",39250
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NE",22500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NH",9900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NJ",806013
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NM",10150
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NV",22125
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","NY",8928471.77
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","OH",87500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","OK",16900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","OR",11655
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","PA",310649
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","RI",14500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","SC",5950
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","SD",5000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","TN",24250
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","TX",295650
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","UT",11350
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","VA",529377
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","VI",1000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","VT",6550
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","WA",32500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","WI",37500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","WV",6300
"SCHUMER, CHARLES E (CHUCK)","Democratic",2010,"DEMOCRATIC","ZZ",12000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","",356217.65
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","AL",43050
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","AR",35900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","AZ",41750
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","CA",1841401.84
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","CO",269000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","CT",588200.77
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","DC",2280820.04
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","DE",29475
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","FL",738058.76
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","GA",157000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","HI",500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","IA",33800
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","ID",7000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","IL",704502.19
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","IN",39505
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","KS",28800
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","KY",17950
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","LA",41560.69
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MA",276263.19
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MD",455511.25
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","ME",17142.87
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MI",110710.71
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MN",143900
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MO",124759.5
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","MS",3700
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NC",60150
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","ND",7000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NE",9500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NH",6500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NJ",1182815.83
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NM",14500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NV",38400
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","NY",9784286.3
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","OH",82200
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","OK",26650
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","OR",28700
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","PA",254381.54
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","PR",20097
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","RI",39750
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","SC",12000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","SD",12000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","TN",114100
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","TX",475297
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","UT",4000
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","VA",656099
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","VI",500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","VT",5500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","WA",106850
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","WI",39750
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","WV",500
"SCHUMER, CHARLES E (CHUCK)","Democratic",2016,"DEMOCRATIC","WY",500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","",233519.48
"SCOTT, TIM","Republican",2014,"REPUBLICAN","AK",2000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","AL",3000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","AR",16900
"SCOTT, TIM","Republican",2014,"REPUBLICAN","AZ",31993
"SCOTT, TIM","Republican",2014,"REPUBLICAN","CA",119837
"SCOTT, TIM","Republican",2014,"REPUBLICAN","CO",73500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","CT",51136
"SCOTT, TIM","Republican",2014,"REPUBLICAN","DC",424223
"SCOTT, TIM","Republican",2014,"REPUBLICAN","DE",5000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","FL",87380
"SCOTT, TIM","Republican",2014,"REPUBLICAN","GA",36675
"SCOTT, TIM","Republican",2014,"REPUBLICAN","GU",140
"SCOTT, TIM","Republican",2014,"REPUBLICAN","IA",2000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","ID",5000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","IL",94150
"SCOTT, TIM","Republican",2014,"REPUBLICAN","IN",13900
"SCOTT, TIM","Republican",2014,"REPUBLICAN","KS",60300
"SCOTT, TIM","Republican",2014,"REPUBLICAN","KY",5250
"SCOTT, TIM","Republican",2014,"REPUBLICAN","LA",46000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MA",35750
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MD",49700
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MI",23600
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MN",24600
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MO",32550
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MS",4100
"SCOTT, TIM","Republican",2014,"REPUBLICAN","MT",700
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NC",47850
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NE",1000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NH",100
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NJ",38700
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NM",-4200
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NV",3500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","NY",123700
"SCOTT, TIM","Republican",2014,"REPUBLICAN","OH",62425
"SCOTT, TIM","Republican",2014,"REPUBLICAN","OK",7100
"SCOTT, TIM","Republican",2014,"REPUBLICAN","OR",3947
"SCOTT, TIM","Republican",2014,"REPUBLICAN","PA",85850
"SCOTT, TIM","Republican",2014,"REPUBLICAN","RI",5600
"SCOTT, TIM","Republican",2014,"REPUBLICAN","SC",534303
"SCOTT, TIM","Republican",2014,"REPUBLICAN","SD",1000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","TN",29500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","TX",164350
"SCOTT, TIM","Republican",2014,"REPUBLICAN","UT",4000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","VA",263594
"SCOTT, TIM","Republican",2014,"REPUBLICAN","VI",5000
"SCOTT, TIM","Republican",2014,"REPUBLICAN","VT",4600
"SCOTT, TIM","Republican",2014,"REPUBLICAN","WA",5950
"SCOTT, TIM","Republican",2014,"REPUBLICAN","WI",19500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","WV",25500
"SCOTT, TIM","Republican",2014,"REPUBLICAN","WY",7600
"SCOTT, TIM","Republican",2016,"REPUBLICAN","",95555.44
"SCOTT, TIM","Republican",2016,"REPUBLICAN","AK",12250
"SCOTT, TIM","Republican",2016,"REPUBLICAN","AL",65700
"SCOTT, TIM","Republican",2016,"REPUBLICAN","AR",21000
"SCOTT, TIM","Republican",2016,"REPUBLICAN","AZ",53000
"SCOTT, TIM","Republican",2016,"REPUBLICAN","CA",345558.84
"SCOTT, TIM","Republican",2016,"REPUBLICAN","CO",102955
"SCOTT, TIM","Republican",2016,"REPUBLICAN","CT",74129.61
"SCOTT, TIM","Republican",2016,"REPUBLICAN","DC",952100
"SCOTT, TIM","Republican",2016,"REPUBLICAN","DE",12500
"SCOTT, TIM","Republican",2016,"REPUBLICAN","FL",203775
"SCOTT, TIM","Republican",2016,"REPUBLICAN","GA",194500
"SCOTT, TIM","Republican",2016,"REPUBLICAN","HI",600
